Variables;MILP Feasible;result
X_86_2_0_4;0;0
X_87_2_0_4;0;0
X_88_2_0_4;0;0
X_89_2_0_4;0;0
X_90_2_0_4;0;0
X_91_2_0_4;0;0
X_92_2_0_4;0;0
X_93_2_0_4;0;0
X_94_2_0_4;0;0
X_95_2_0_4;0;0
X_96_2_0_4;0;0
X_97_2_0_4;0;0
X_98_2_0_4;0;0
X_99_2_0_4;0;0
X_100_2_0_4;0;0
X_101_2_0_4;0;0
X_102_2_0_4;0;0
X_103_2_0_4;0;0
X_104_2_0_4;0;0
X_105_2_0_4;0;0
X_106_2_0_4;0;0
X_107_2_0_4;0;0
X_108_2_0_4;0;0
X_109_2_0_4;0;0
X_110_2_0_4;0;0
X_111_2_0_4;0;0
X_112_2_0_4;0;0
X_113_2_0_4;0;0
X_114_2_0_4;0;0
X_115_2_0_4;0;0
X_116_2_0_4;0;0
X_117_2_0_4;0;0
X_118_2_0_4;0;0
X_119_2_0_4;0;0
X_120_2_0_4;0;0
X_121_2_0_4;0;0
X_122_2_0_4;0;0
X_123_2_0_4;0;0
X_124_2_0_4;0;0
X_125_2_0_4;0;0
X_126_2_0_4;0;0
X_127_2_0_4;0;0
X_128_2_0_4;0;0
X_129_2_0_4;0;0
X_130_2_0_4;0;0
X_131_2_0_4;0;0
X_132_2_0_4;0;0
X_133_2_0_4;0;0
X_134_2_0_4;0;0
X_135_2_0_4;0;0
X_136_2_0_4;0;0
X_137_2_0_4;0;0
X_138_2_0_4;0;0
X_139_2_0_4;0;0
X_140_2_0_4;0;0
X_141_2_0_4;0;0
X_142_2_0_4;0;0
X_143_2_0_4;0;0
X_144_2_0_4;0;0
X_145_2_0_4;0;0
X_146_2_0_4;0;0
X_147_2_0_4;0;0
X_148_2_0_4;0;0
X_149_2_0_4;0;0
X_150_2_0_4;0;0
X_151_2_0_4;0;0
X_152_2_0_4;0;0
X_153_2_0_4;0;0
X_154_2_0_4;0;0
X_155_2_0_4;0;0
X_156_2_0_4;0;0
X_157_2_0_4;0;0
X_158_2_0_4;0;0
X_159_2_0_4;0;0
X_160_2_0_4;0;0
X_161_2_0_4;0;0
X_162_2_0_4;0;0
X_163_2_0_4;0;0
X_164_2_0_4;0;0
X_165_2_0_4;0;0
X_166_2_0_4;0;0
X_167_2_0_4;0;0
X_168_2_0_4;0;0
X_169_2_0_4;0;0
X_170_2_0_4;0;0
X_171_2_0_4;0;0
X_172_2_0_4;0;0
X_173_2_0_4;0;0
X_174_2_0_4;0;0
X_175_2_0_4;0;0
X_176_2_0_4;0;0
X_177_2_0_4;0;0
X_178_2_0_4;0;0
X_179_2_0_4;0;0
X_0_2_0_5;0;0
X_1_2_0_5;0;0
X_2_2_0_5;0;0
X_3_2_0_5;0;0
X_4_2_0_5;0;0
X_5_2_0_5;0;0
X_6_2_0_5;0;0
X_7_2_0_5;0;0
X_8_2_0_5;0;0
X_9_2_0_5;0;0
X_10_2_0_5;0;0
X_11_2_0_5;0;0
X_12_2_0_5;0;0
X_13_2_0_5;0;0
X_14_2_0_5;0;0
X_15_2_0_5;0;0
X_16_2_0_5;0;0
X_17_2_0_5;0;0
X_18_2_0_5;0;0
X_19_2_0_5;0;0
X_20_2_0_5;0;0
X_21_2_0_5;0;0
X_22_2_0_5;0;0
X_23_2_0_5;0;0
X_24_2_0_5;0;0
X_25_2_0_5;0;0
X_26_2_0_5;0;0
X_27_2_0_5;0;0
X_28_2_0_5;0;0
X_29_2_0_5;0;0
X_30_2_0_5;0;0
X_31_2_0_5;0;0
X_32_2_0_5;0;0
X_33_2_0_5;0;0
X_34_2_0_5;0;0
X_35_2_0_5;0;0
X_36_2_0_5;0;0
X_37_2_0_5;0;0
X_38_2_0_5;0;0
X_39_2_0_5;0;0
X_40_2_0_5;0;0
X_41_2_0_5;0;0
X_42_2_0_5;0;0
X_43_2_0_5;0;0
X_44_2_0_5;0;0
X_45_2_0_5;0;0
X_46_2_0_5;0;0
X_47_2_0_5;0;0
X_48_2_0_5;0;0
X_49_2_0_5;0;0
X_50_2_0_5;0;0
X_51_2_0_5;0;0
X_52_2_0_5;0;0
X_53_2_0_5;0;0
X_54_2_0_5;0;0
X_55_2_0_5;0;0
X_56_2_0_5;0;0
X_57_2_0_5;0;0
X_58_2_0_5;0;0
X_59_2_0_5;0;0
X_60_2_0_5;0;0
X_61_2_0_5;0;0
X_62_2_0_5;0;0
X_63_2_0_5;0;0
X_64_2_0_5;0;0
X_65_2_0_5;0;0
X_66_2_0_5;0;0
X_67_2_0_5;0;0
X_68_2_0_5;0;0
X_69_2_0_5;0;0
X_70_2_0_5;0;0
X_71_2_0_5;0;0
X_72_2_0_5;0;0
X_73_2_0_5;0;0
X_74_2_0_5;0;0
X_75_2_0_5;0;0
X_76_2_0_5;0;0
X_77_2_0_5;0;0
X_78_2_0_5;0;0
X_79_2_0_5;0;0
X_80_2_0_5;0;0
X_81_2_0_5;0;0
X_82_2_0_5;0;0
X_83_2_0_5;0;0
X_84_2_0_5;0;0
X_85_2_0_5;0;0
X_86_2_0_5;0;0
X_87_2_0_5;0;0
X_88_2_0_5;0;0
X_89_2_0_5;0;0
X_90_2_0_5;0;0
X_91_2_0_5;0;0
X_92_2_0_5;0;0
X_93_2_0_5;0;0
X_94_2_0_5;0;0
X_95_2_0_5;0;0
X_96_2_0_5;0;0
X_97_2_0_5;0;0
X_98_2_0_5;0;0
X_99_2_0_5;0;0
X_100_2_0_5;0;0
X_101_2_0_5;0;0
X_102_2_0_5;0;0
X_103_2_0_5;0;0
X_104_2_0_5;0;0
X_105_2_0_5;0;0
X_106_2_0_5;0;0
X_107_2_0_5;0;0
X_108_2_0_5;0;0
X_109_2_0_5;0;0
X_110_2_0_5;0;0
X_111_2_0_5;0;0
X_112_2_0_5;0;0
X_113_2_0_5;0;0
X_114_2_0_5;0;0
X_115_2_0_5;0;0
X_116_2_0_5;0;0
X_117_2_0_5;0;0
X_118_2_0_5;0;0
X_119_2_0_5;0;0
X_120_2_0_5;0;0
X_121_2_0_5;0;0
X_122_2_0_5;0;0
X_123_2_0_5;0;0
X_124_2_0_5;0;0
X_125_2_0_5;0;0
X_126_2_0_5;0;0
X_127_2_0_5;0;0
X_128_2_0_5;0;0
X_129_2_0_5;0;0
X_130_2_0_5;0;0
X_131_2_0_5;0;0
X_132_2_0_5;0;0
X_133_2_0_5;0;0
X_134_2_0_5;0;0
X_135_2_0_5;0;0
X_136_2_0_5;0;0
X_137_2_0_5;0;0
X_138_2_0_5;0;0
X_139_2_0_5;0;0
X_140_2_0_5;0;0
X_141_2_0_5;0;0
X_142_2_0_5;0;0
X_143_2_0_5;0;0
X_144_2_0_5;0;0
X_145_2_0_5;0;0
X_146_2_0_5;0;0
X_147_2_0_5;0;0
X_148_2_0_5;0;0
X_149_2_0_5;0;0
X_150_2_0_5;0;0
X_151_2_0_5;0;0
X_152_2_0_5;1;1
X_153_2_0_5;0;0
X_154_2_0_5;0;0
X_155_2_0_5;0;0
X_156_2_0_5;0;0
X_157_2_0_5;0;0
X_158_2_0_5;0;0
X_159_2_0_5;0;0
X_160_2_0_5;0;0
X_161_2_0_5;0;0
X_162_2_0_5;0;0
X_163_2_0_5;0;0
X_164_2_0_5;0;0
X_165_2_0_5;0;0
X_166_2_0_5;0;0
X_167_2_0_5;0;0
X_168_2_0_5;0;0
X_169_2_0_5;0;0
X_170_2_0_5;0;0
X_171_2_0_5;0;0
X_172_2_0_5;0;0
X_173_2_0_5;0;0
X_174_2_0_5;0;0
X_175_2_0_5;0;0
X_176_2_0_5;0;0
X_177_2_0_5;0;0
X_178_2_0_5;0;0
X_179_2_0_5;0;0
X_0_2_0_6;0;0
X_1_2_0_6;0;0
X_2_2_0_6;0;0
X_3_2_0_6;0;0
X_4_2_0_6;0;0
X_5_2_0_6;0;0
X_6_2_0_6;0;0
X_7_2_0_6;0;0
X_8_2_0_6;0;0
X_9_2_0_6;0;0
X_10_2_0_6;0;0
X_11_2_0_6;0;0
X_12_2_0_6;0;0
X_13_2_0_6;0;0
X_14_2_0_6;0;0
X_15_2_0_6;0;0
X_16_2_0_6;0;0
X_17_2_0_6;0;0
X_18_2_0_6;0;0
X_19_2_0_6;0;0
X_20_2_0_6;0;0
X_21_2_0_6;0;0
X_22_2_0_6;0;0
X_23_2_0_6;1;1
X_24_2_0_6;0;0
X_25_2_0_6;0;0
X_26_2_0_6;0;0
X_27_2_0_6;0;0
X_28_2_0_6;0;0
X_29_2_0_6;0;0
X_30_2_0_6;0;0
X_31_2_0_6;0;0
X_32_2_0_6;0;0
X_33_2_0_6;0;0
X_34_2_0_6;0;0
X_35_2_0_6;0;0
X_36_2_0_6;0;0
X_37_2_0_6;0;0
X_38_2_0_6;0;0
X_39_2_0_6;0;0
X_40_2_0_6;0;0
X_41_2_0_6;0;0
X_42_2_0_6;0;0
X_43_2_0_6;0;0
X_44_2_0_6;0;0
X_45_2_0_6;0;0
X_46_2_0_6;0;0
X_47_2_0_6;0;0
X_48_2_0_6;0;0
X_49_2_0_6;0;0
X_50_2_0_6;0;0
X_51_2_0_6;0;0
X_52_2_0_6;0;0
X_53_2_0_6;0;0
X_54_2_0_6;0;0
X_55_2_0_6;0;0
X_56_2_0_6;0;0
X_57_2_0_6;0;0
X_58_2_0_6;0;0
X_59_2_0_6;0;0
X_60_2_0_6;0;0
X_61_2_0_6;0;0
X_62_2_0_6;0;0
X_63_2_0_6;0;0
X_64_2_0_6;0;0
X_65_2_0_6;0;0
X_66_2_0_6;0;0
X_67_2_0_6;0;0
X_68_2_0_6;0;0
X_69_2_0_6;0;0
X_70_2_0_6;0;0
X_71_2_0_6;0;0
X_72_2_0_6;0;0
X_73_2_0_6;0;0
X_74_2_0_6;0;0
X_75_2_0_6;0;0
X_76_2_0_6;0;0
X_77_2_0_6;0;0
X_78_2_0_6;0;0
X_79_2_0_6;0;0
X_80_2_0_6;0;0
X_81_2_0_6;0;0
X_82_2_0_6;0;0
X_83_2_0_6;0;0
X_84_2_0_6;0;0
X_85_2_0_6;0;0
X_86_2_0_6;0;0
X_87_2_0_6;0;0
X_88_2_0_6;0;0
X_89_2_0_6;0;0
X_90_2_0_6;0;0
X_91_2_0_6;0;0
X_92_2_0_6;0;0
X_93_2_0_6;0;0
X_94_2_0_6;0;0
X_95_2_0_6;0;0
X_96_2_0_6;0;0
X_97_2_0_6;0;0
X_98_2_0_6;0;0
X_99_2_0_6;0;0
X_100_2_0_6;0;0
X_101_2_0_6;0;0
X_102_2_0_6;0;0
X_103_2_0_6;0;0
X_104_2_0_6;0;0
X_105_2_0_6;0;0
X_106_2_0_6;0;0
X_107_2_0_6;0;0
X_108_2_0_6;0;0
X_109_2_0_6;0;0
X_110_2_0_6;0;0
X_111_2_0_6;0;0
X_112_2_0_6;0;0
X_113_2_0_6;0;0
X_114_2_0_6;0;0
X_115_2_0_6;0;0
X_116_2_0_6;0;0
X_117_2_0_6;0;0
X_118_2_0_6;0;0
X_119_2_0_6;0;0
X_120_2_0_6;0;0
X_121_2_0_6;0;0
X_122_2_0_6;0;0
X_123_2_0_6;0;0
X_124_2_0_6;0;0
X_125_2_0_6;0;0
X_126_2_0_6;0;0
X_127_2_0_6;0;0
X_128_2_0_6;0;0
X_129_2_0_6;0;0
X_130_2_0_6;0;0
X_131_2_0_6;0;0
X_132_2_0_6;0;0
X_133_2_0_6;0;0
X_134_2_0_6;0;0
X_135_2_0_6;0;0
X_136_2_0_6;0;0
X_137_2_0_6;0;0
X_138_2_0_6;0;0
X_139_2_0_6;0;0
X_140_2_0_6;0;0
X_141_2_0_6;0;0
X_142_2_0_6;0;0
X_143_2_0_6;0;0
X_144_2_0_6;0;0
X_145_2_0_6;0;0
X_146_2_0_6;0;0
X_147_2_0_6;0;0
X_148_2_0_6;0;0
X_149_2_0_6;0;0
X_150_2_0_6;0;0
X_151_2_0_6;0;0
X_152_2_0_6;0;0
X_153_2_0_6;0;0
X_154_2_0_6;0;0
X_155_2_0_6;0;0
X_156_2_0_6;0;0
X_157_2_0_6;0;0
X_158_2_0_6;0;0
X_159_2_0_6;0;0
X_160_2_0_6;0;0
X_161_2_0_6;0;0
X_162_2_0_6;0;0
X_163_2_0_6;0;0
X_164_2_0_6;0;0
X_165_2_0_6;0;0
X_166_2_0_6;0;0
X_167_2_0_6;0;0
X_168_2_0_6;0;0
X_169_2_0_6;0;0
X_170_2_0_6;0;0
X_171_2_0_6;0;0
X_172_2_0_6;0;0
X_173_2_0_6;0;0
X_174_2_0_6;0;0
X_175_2_0_6;0;0
X_176_2_0_6;0;0
X_177_2_0_6;0;0
X_178_2_0_6;0;0
X_179_2_0_6;0;0
X_0_2_1_0;0;0
X_1_2_1_0;0;0
X_2_2_1_0;0;0
X_3_2_1_0;0;0
X_4_2_1_0;0;0
X_5_2_1_0;0;0
X_6_2_1_0;0;0
X_7_2_1_0;0;0
X_8_2_1_0;0;0
X_9_2_1_0;0;0
X_10_2_1_0;0;0
X_11_2_1_0;0;0
X_12_2_1_0;0;0
X_13_2_1_0;0;0
X_14_2_1_0;0;0
X_15_2_1_0;0;0
X_16_2_1_0;0;0
X_17_2_1_0;0;0
X_18_2_1_0;0;0
X_19_2_1_0;0;0
X_20_2_1_0;0;0
X_21_2_1_0;0;0
X_22_2_1_0;0;0
X_23_2_1_0;0;0
X_24_2_1_0;0;0
X_25_2_1_0;0;0
X_26_2_1_0;0;0
X_27_2_1_0;0;0
X_28_2_1_0;0;0
X_29_2_1_0;0;0
X_30_2_1_0;0;0
X_31_2_1_0;0;0
X_32_2_1_0;0;0
X_33_2_1_0;0;0
X_34_2_1_0;0;0
X_35_2_1_0;0;0
X_36_2_1_0;0;0
X_37_2_1_0;0;0
X_38_2_1_0;0;0
X_39_2_1_0;0;0
X_40_2_1_0;0;0
X_41_2_1_0;0;0
X_42_2_1_0;0;0
X_43_2_1_0;0;0
X_44_2_1_0;0;0
X_45_2_1_0;0;0
X_46_2_1_0;0;0
X_47_2_1_0;0;0
X_48_2_1_0;0;0
X_49_2_1_0;0;0
X_50_2_1_0;0;0
X_51_2_1_0;0;0
X_52_2_1_0;0;0
X_53_2_1_0;0;0
X_54_2_1_0;0;0
X_55_2_1_0;0;0
X_56_2_1_0;0;0
X_57_2_1_0;0;0
X_58_2_1_0;0;0
X_59_2_1_0;0;0
X_60_2_1_0;0;0
X_61_2_1_0;0;0
X_62_2_1_0;0;0
X_63_2_1_0;0;0
X_64_2_1_0;0;0
X_65_2_1_0;0;0
X_66_2_1_0;0;0
X_67_2_1_0;0;0
X_68_2_1_0;0;0
X_69_2_1_0;0;0
X_70_2_1_0;0;0
X_71_2_1_0;0;0
X_72_2_1_0;0;0
X_73_2_1_0;0;0
X_74_2_1_0;0;0
X_75_2_1_0;0;0
X_76_2_1_0;0;0
X_77_2_1_0;0;0
X_78_2_1_0;0;0
X_79_2_1_0;0;0
X_80_2_1_0;0;0
X_81_2_1_0;0;0
X_82_2_1_0;0;0
X_83_2_1_0;0;0
X_84_2_1_0;0;0
X_85_2_1_0;0;0
X_86_2_1_0;0;0
X_87_2_1_0;0;0
X_88_2_1_0;0;0
X_89_2_1_0;0;0
X_90_2_1_0;0;0
X_91_2_1_0;0;0
X_92_2_1_0;0;0
X_93_2_1_0;0;0
X_94_2_1_0;0;0
X_95_2_1_0;0;0
X_96_2_1_0;0;0
X_97_2_1_0;0;0
X_98_2_1_0;0;0
X_99_2_1_0;0;0
X_100_2_1_0;0;0
X_101_2_1_0;0;0
X_102_2_1_0;0;0
X_103_2_1_0;0;0
X_104_2_1_0;0;0
X_105_2_1_0;0;0
X_106_2_1_0;0;0
X_107_2_1_0;1;1
X_108_2_1_0;0;0
X_109_2_1_0;0;0
X_110_2_1_0;0;0
X_111_2_1_0;0;0
X_112_2_1_0;0;0
X_113_2_1_0;0;0
X_114_2_1_0;0;0
X_115_2_1_0;0;0
X_116_2_1_0;0;0
X_117_2_1_0;0;0
X_118_2_1_0;0;0
X_119_2_1_0;0;0
X_120_2_1_0;0;0
X_121_2_1_0;0;0
X_122_2_1_0;0;0
X_123_2_1_0;0;0
X_124_2_1_0;0;0
X_125_2_1_0;0;0
X_126_2_1_0;0;0
X_127_2_1_0;0;0
X_128_2_1_0;0;0
X_129_2_1_0;0;0
X_130_2_1_0;0;0
X_131_2_1_0;0;0
X_132_2_1_0;0;0
X_133_2_1_0;0;0
X_134_2_1_0;0;0
X_135_2_1_0;0;0
X_136_2_1_0;0;0
X_137_2_1_0;0;0
X_138_2_1_0;0;0
X_139_2_1_0;0;0
X_140_2_1_0;0;0
X_141_2_1_0;0;0
X_142_2_1_0;0;0
X_143_2_1_0;0;0
X_144_2_1_0;0;0
X_145_2_1_0;0;0
X_146_2_1_0;0;0
X_147_2_1_0;0;0
X_148_2_1_0;0;0
X_149_2_1_0;0;0
X_150_2_1_0;0;0
X_151_2_1_0;0;0
X_152_2_1_0;0;0
X_153_2_1_0;0;0
X_154_2_1_0;0;0
X_155_2_1_0;0;0
X_156_2_1_0;0;0
X_157_2_1_0;0;0
X_158_2_1_0;0;0
X_159_2_1_0;0;0
X_160_2_1_0;0;0
X_161_2_1_0;0;0
X_162_2_1_0;0;0
X_163_2_1_0;0;0
X_164_2_1_0;0;0
X_165_2_1_0;0;0
X_166_2_1_0;0;0
X_167_2_1_0;0;0
X_168_2_1_0;0;0
X_169_2_1_0;0;0
X_170_2_1_0;0;0
X_171_2_1_0;0;0
X_172_2_1_0;0;0
X_173_2_1_0;0;0
X_174_2_1_0;0;0
X_175_2_1_0;0;0
X_176_2_1_0;0;0
X_177_2_1_0;0;0
X_178_2_1_0;0;0
X_179_2_1_0;0;0
X_0_2_1_1;0;0
X_1_2_1_1;0;0
X_2_2_1_1;0;0
X_3_2_1_1;0;0
X_4_2_1_1;0;0
X_5_2_1_1;0;0
X_6_2_1_1;0;0
X_7_2_1_1;0;0
X_8_2_1_1;0;0
X_9_2_1_1;0;0
X_10_2_1_1;0;0
X_11_2_1_1;0;0
X_12_2_1_1;0;0
X_13_2_1_1;0;0
X_14_2_1_1;0;0
X_15_2_1_1;0;0
X_16_2_1_1;0;0
X_17_2_1_1;0;0
X_18_2_1_1;0;0
X_19_2_1_1;0;0
X_20_2_1_1;0;0
X_21_2_1_1;0;0
X_22_2_1_1;0;0
X_23_2_1_1;0;0
X_24_2_1_1;0;0
X_25_2_1_1;0;0
X_26_2_1_1;0;0
X_27_2_1_1;0;0
X_28_2_1_1;0;0
X_29_2_1_1;0;0
X_30_2_1_1;0;0
X_31_2_1_1;0;0
X_32_2_1_1;0;0
X_33_2_1_1;0;0
X_34_2_1_1;0;0
X_35_2_1_1;0;0
X_36_2_1_1;0;0
X_37_2_1_1;0;0
X_38_2_1_1;0;0
X_39_2_1_1;0;0
X_40_2_1_1;0;0
X_41_2_1_1;0;0
X_42_2_1_1;0;0
X_43_2_1_1;0;0
X_44_2_1_1;0;0
X_45_2_1_1;0;0
X_46_2_1_1;0;0
X_47_2_1_1;0;0
X_48_2_1_1;0;0
X_49_2_1_1;0;0
X_50_2_1_1;0;0
X_51_2_1_1;0;0
X_52_2_1_1;0;0
X_53_2_1_1;0;0
X_54_2_1_1;0;0
X_55_2_1_1;0;0
X_56_2_1_1;0;0
X_57_2_1_1;0;0
X_58_2_1_1;0;0
X_59_2_1_1;0;0
X_60_2_1_1;0;0
X_61_2_1_1;0;0
X_62_2_1_1;0;0
X_63_2_1_1;0;0
X_64_2_1_1;0;0
X_65_2_1_1;0;0
X_66_2_1_1;0;0
X_67_2_1_1;0;0
X_68_2_1_1;0;0
X_69_2_1_1;0;0
X_70_2_1_1;0;0
X_71_2_1_1;0;0
X_72_2_1_1;0;0
X_73_2_1_1;0;0
X_74_2_1_1;0;0
X_75_2_1_1;0;0
X_76_2_1_1;0;0
X_77_2_1_1;0;0
X_78_2_1_1;0;0
X_79_2_1_1;0;0
X_80_2_1_1;0;0
X_81_2_1_1;0;0
X_82_2_1_1;0;0
X_83_2_1_1;0;0
X_84_2_1_1;0;0
X_85_2_1_1;0;0
X_86_2_1_1;0;0
X_87_2_1_1;0;0
X_88_2_1_1;0;0
X_89_2_1_1;0;0
X_90_2_1_1;0;0
X_91_2_1_1;0;0
X_92_2_1_1;0;0
X_93_2_1_1;0;0
X_94_2_1_1;0;0
X_95_2_1_1;0;0
X_96_2_1_1;0;0
X_97_2_1_1;0;0
X_98_2_1_1;0;0
X_99_2_1_1;0;0
X_100_2_1_1;0;0
X_101_2_1_1;0;0
X_102_2_1_1;0;0
X_103_2_1_1;0;0
X_104_2_1_1;0;0
X_105_2_1_1;0;0
X_106_2_1_1;0;0
X_107_2_1_1;0;0
X_108_2_1_1;0;0
X_109_2_1_1;0;0
X_110_2_1_1;0;0
X_111_2_1_1;0;0
X_112_2_1_1;0;0
X_113_2_1_1;0;0
X_114_2_1_1;0;0
X_115_2_1_1;0;0
X_116_2_1_1;0;0
X_117_2_1_1;0;0
X_118_2_1_1;0;0
X_119_2_1_1;0;0
X_120_2_1_1;0;0
X_121_2_1_1;0;0
X_122_2_1_1;0;0
X_123_2_1_1;0;0
X_124_2_1_1;0;0
X_125_2_1_1;0;0
X_126_2_1_1;0;0
X_127_2_1_1;0;0
X_128_2_1_1;0;0
X_129_2_1_1;0;0
X_130_2_1_1;0;0
X_131_2_1_1;0;0
X_132_2_1_1;0;0
X_133_2_1_1;0;0
X_134_2_1_1;0;0
X_135_2_1_1;0;0
X_136_2_1_1;0;0
X_137_2_1_1;0;0
X_138_2_1_1;0;0
X_139_2_1_1;0;0
X_140_2_1_1;0;0
X_141_2_1_1;0;0
X_142_2_1_1;0;0
X_143_2_1_1;0;0
X_144_2_1_1;0;0
X_145_2_1_1;0;0
X_146_2_1_1;0;0
X_147_2_1_1;0;0
X_148_2_1_1;1;1
X_149_2_1_1;0;0
X_150_2_1_1;0;0
X_151_2_1_1;0;0
X_152_2_1_1;0;0
X_153_2_1_1;0;0
X_154_2_1_1;0;0
X_155_2_1_1;0;0
X_156_2_1_1;0;0
X_157_2_1_1;0;0
X_158_2_1_1;0;0
X_159_2_1_1;0;0
X_160_2_1_1;0;0
X_161_2_1_1;0;0
X_162_2_1_1;0;0
X_163_2_1_1;0;0
X_164_2_1_1;0;0
X_165_2_1_1;0;0
X_166_2_1_1;0;0
X_167_2_1_1;0;0
X_168_2_1_1;0;0
X_169_2_1_1;0;0
X_170_2_1_1;0;0
X_171_2_1_1;0;0
X_172_2_1_1;0;0
X_173_2_1_1;0;0
X_174_2_1_1;0;0
X_175_2_1_1;0;0
X_176_2_1_1;0;0
X_177_2_1_1;0;0
X_178_2_1_1;0;0
X_179_2_1_1;0;0
X_0_2_1_2;0;0
X_1_2_1_2;0;0
X_2_2_1_2;0;0
X_3_2_1_2;0;0
X_4_2_1_2;0;0
X_5_2_1_2;0;0
X_6_2_1_2;0;0
X_7_2_1_2;0;0
X_8_2_1_2;0;0
X_9_2_1_2;0;0
X_10_2_1_2;0;0
X_11_2_1_2;0;0
X_12_2_1_2;0;0
X_13_2_1_2;0;0
X_14_2_1_2;0;0
X_15_2_1_2;0;0
X_16_2_1_2;0;0
X_17_2_1_2;0;0
X_18_2_1_2;0;0
X_19_2_1_2;0;0
X_20_2_1_2;0;0
X_21_2_1_2;0;0
X_22_2_1_2;0;0
X_23_2_1_2;0;0
X_24_2_1_2;0;0
X_25_2_1_2;0;0
X_26_2_1_2;0;0
X_27_2_1_2;0;0
X_28_2_1_2;0;0
X_29_2_1_2;0;0
X_30_2_1_2;0;0
X_31_2_1_2;0;0
X_32_2_1_2;0;0
X_33_2_1_2;0;0
X_34_2_1_2;0;0
X_35_2_1_2;0;0
X_36_2_1_2;0;0
X_37_2_1_2;0;0
X_38_2_1_2;0;0
X_39_2_1_2;0;0
X_40_2_1_2;0;0
X_41_2_1_2;0;0
X_42_2_1_2;0;0
X_43_2_1_2;0;0
X_44_2_1_2;0;0
X_45_2_1_2;0;0
X_46_2_1_2;0;0
X_47_2_1_2;0;0
X_48_2_1_2;0;0
X_49_2_1_2;0;0
X_50_2_1_2;0;0
X_51_2_1_2;0;0
X_52_2_1_2;0;0
X_53_2_1_2;0;0
X_54_2_1_2;0;0
X_55_2_1_2;0;0
X_56_2_1_2;0;0
X_57_2_1_2;0;0
X_58_2_1_2;0;0
X_59_2_1_2;0;0
X_60_2_1_2;0;0
X_61_2_1_2;0;0
X_62_2_1_2;0;0
X_63_2_1_2;0;0
X_64_2_1_2;0;0
X_65_2_1_2;0;0
X_66_2_1_2;0;0
X_67_2_1_2;0;0
X_68_2_1_2;0;0
X_69_2_1_2;0;0
X_70_2_1_2;0;0
X_71_2_1_2;0;0
X_72_2_1_2;0;0
X_73_2_1_2;0;0
X_74_2_1_2;0;0
X_75_2_1_2;0;0
X_76_2_1_2;0;0
X_77_2_1_2;0;0
X_78_2_1_2;0;0
X_79_2_1_2;0;0
X_80_2_1_2;0;0
X_81_2_1_2;0;0
X_82_2_1_2;0;0
X_83_2_1_2;0;0
X_84_2_1_2;0;0
X_85_2_1_2;0;0
X_86_2_1_2;0;0
X_87_2_1_2;0;0
X_88_2_1_2;0;0
X_89_2_1_2;0;0
X_90_2_1_2;0;0
X_91_2_1_2;0;0
X_92_2_1_2;0;0
X_93_2_1_2;0;0
X_94_2_1_2;0;0
X_95_2_1_2;0;0
X_96_2_1_2;0;0
X_97_2_1_2;0;0
X_98_2_1_2;0;0
X_99_2_1_2;0;0
X_100_2_1_2;0;0
X_101_2_1_2;0;0
X_102_2_1_2;0;0
X_103_2_1_2;0;0
X_104_2_1_2;0;0
X_105_2_1_2;0;0
X_106_2_1_2;0;0
X_107_2_1_2;0;0
X_108_2_1_2;0;0
X_109_2_1_2;0;0
X_110_2_1_2;1;1
X_111_2_1_2;0;0
X_112_2_1_2;0;0
X_113_2_1_2;0;0
X_114_2_1_2;0;0
X_115_2_1_2;0;0
X_116_2_1_2;0;0
X_117_2_1_2;0;0
X_118_2_1_2;0;0
X_119_2_1_2;0;0
X_120_2_1_2;0;0
X_121_2_1_2;0;0
X_122_2_1_2;0;0
X_123_2_1_2;0;0
X_124_2_1_2;0;0
X_125_2_1_2;0;0
X_126_2_1_2;0;0
X_127_2_1_2;0;0
X_128_2_1_2;0;0
X_129_2_1_2;0;0
X_130_2_1_2;0;0
X_131_2_1_2;0;0
X_132_2_1_2;0;0
X_133_2_1_2;0;0
X_134_2_1_2;0;0
X_135_2_1_2;0;0
X_136_2_1_2;0;0
X_137_2_1_2;0;0
X_138_2_1_2;0;0
X_139_2_1_2;0;0
X_140_2_1_2;0;0
X_141_2_1_2;0;0
X_142_2_1_2;0;0
X_143_2_1_2;0;0
X_144_2_1_2;0;0
X_145_2_1_2;0;0
X_146_2_1_2;0;0
X_147_2_1_2;0;0
X_148_2_1_2;0;0
X_149_2_1_2;0;0
X_150_2_1_2;0;0
X_151_2_1_2;0;0
X_152_2_1_2;0;0
X_153_2_1_2;0;0
X_154_2_1_2;0;0
X_155_2_1_2;0;0
X_156_2_1_2;0;0
X_157_2_1_2;0;0
X_158_2_1_2;0;0
X_159_2_1_2;0;0
X_160_2_1_2;0;0
X_161_2_1_2;0;0
X_162_2_1_2;0;0
X_163_2_1_2;0;0
X_164_2_1_2;0;0
X_165_2_1_2;0;0
X_166_2_1_2;0;0
X_167_2_1_2;0;0
X_168_2_1_2;0;0
X_169_2_1_2;0;0
X_170_2_1_2;0;0
X_171_2_1_2;0;0
X_172_2_1_2;0;0
X_173_2_1_2;0;0
X_174_2_1_2;0;0
X_175_2_1_2;0;0
X_176_2_1_2;0;0
X_177_2_1_2;0;0
X_178_2_1_2;0;0
X_179_2_1_2;0;0
X_0_2_1_3;0;0
X_1_2_1_3;0;0
X_2_2_1_3;0;0
X_3_2_1_3;0;0
X_4_2_1_3;0;0
